4.701126154863000117e+00,7.091937742635999742e-01
4.444959223708000451e+00,2.608322649295000129e-01
-6.355715225143000469e-01,3.925277673845000148e+00
1.954842818185000164e+00,4.047800570116000252e+00
4.637095809087999676e+00,-2.154629385479999992e-01
2.655023107343999822e+00,5.744622447026999978e+00
1.798356498515999879e+00,-1.396602368391000049e+00
3.644737328510000207e+00,5.019465281910000520e-01
3.732560386815999554e+00,-8.390887803522000254e-01
3.756448612099000162e+00,-4.727557670808000267e-01
4.404659219463999520e+00,4.774400318019000333e-01
-1.617602436125999965e-01,3.803213902183999906e+00
4.928477289404000317e+00,1.820423405403000183e+00
1.415903607271000064e+00,5.394917826730999622e+00
1.862008323068999882e+00,3.771901602268000087e+00
3.433240348540999687e+00,6.195634704028999629e+00
4.541545279014999714e+00,6.488851138581999134e-01
3.539805977998999875e+00,-1.176894316707000065e+00
2.609757825930000052e+00,-9.514925703318999339e-01
4.900070910904999799e+00,6.339549559253000455e-01
2.835102783582000185e+00,6.292331687486000469e+00
2.501400228652999935e+00,6.300856274376000599e+00
4.476305837963000300e+00,-7.484908747463001055e-02
1.678319970221999968e+00,4.901409942355999583e+00
6.360784348991999515e+00,7.485012566736999329e-01
4.268123608240999900e+00,3.309256083414000016e-02
3.212192988715999675e+00,1.231206489568999890e-02
1.147320390088000019e+00,3.718046037252999980e+00
1.046767758407999960e+00,5.267911407614000119e+00
4.080964914259999965e+00,9.692748721878000628e-01
1.075902182037000054e+00,4.739669547744999711e+00
5.841090697390999509e+00,8.748143533201999666e-01
-1.130724974250999937e+00,3.903066712068000044e+00
4.366973437617000187e+00,1.829048340169999953e+00
5.082425079407999924e+00,2.025104474697999812e+00
-1.025183136137999940e+00,4.664108452972000052e+00
4.650828415678000205e+00,7.019846975136000422e-01
5.000759522221000175e+00,8.439868055816999171e-01
2.567671468657999778e+00,-1.419047932130000023e+00
1.628987966281999933e+00,4.335666648611999463e+00
1.692532111597999878e+00,4.473139361370000344e+00
2.489091781432000161e+00,6.074707669573999880e+00
2.019539923321000074e+00,5.399693456611000641e+00
5.694012113080999526e+00,2.521442298026999929e+00
4.430741201708999988e+00,1.076063252513000057e+00
4.212956144754000043e+00,4.911864112762000523e-01
5.074213269202999754e+00,1.655132779724000081e+00
4.905904617652999455e+00,1.703877702749000134e-01
3.053182386811000182e+00,4.254988730344000381e-01
4.047699272143999494e+00,5.135534828308999794e-02
5.342863366640000500e-01,3.785669132074999776e+00
3.032063660648999903e+00,1.924227437708999899e-01
5.150159790100000023e+00,3.366685275469999961e-01
5.203135112646999794e+00,2.322719635992000153e+00
3.595688174441999951e+00,3.582240246271000128e-01
5.347324094031000286e+00,1.698318129763000117e+00
4.378007196676000135e+00,4.432688934362000177e-01
5.289106189732999397e+00,-3.773349270223999574e-02
1.083992161438999818e-01,3.543294660328999868e+00
5.199891915465999936e+00,1.279048779490000065e+00
5.815212941368999466e+00,1.727207935085999901e+00
4.732201691381999531e+00,6.855618912758000283e-01
4.507566222208000184e+00,9.063132072946999962e-01
5.167997698299000575e+00,1.611331153345000100e+00
3.565392952022000017e+00,-3.258957772582000145e-01
1.020175373842000077e+00,5.440537674280999880e+00
3.919028508065000249e+00,5.894683912664999692e-01
1.429012389736000088e+00,5.492972411647000008e+00
4.940678769500999934e+00,1.257376180555999978e+00
5.942541998863999808e+00,5.708241198565000563e-01
2.633214589552999918e+00,5.895753333128000762e+00
4.910528209159000235e-01,3.470836376518999788e+00
1.709010228709000101e+00,5.354397345944000186e+00
1.108711578877999981e+00,4.286092325435999939e+00
4.089851208794999415e+00,1.124587330653999961e+00
2.626737085812999695e+00,-6.290394346720000751e-01
6.984585111347999309e+00,2.558164502701000043e+00
4.416349556046999858e+00,1.353660138509999999e+00
5.424249818327000483e+00,-8.728687466228998715e-02
1.369292587560000163e+00,5.862846465017000241e+00
5.310065137362999899e+00,6.235948706524000462e-01
4.174546976260000264e+00,-3.879696256289000278e-01
4.269040238278999588e+00,-5.261984286777999786e-01
3.950881655492000100e+00,2.989318223662000285e-01
3.187265514341999673e+00,-8.820210404668999971e-01
1.796351063161000017e+00,4.707996516647999563e+00
3.839756756938999871e+00,-8.871876541515000270e-01
2.084050880952000195e+00,5.216252268998999853e+00
6.327745317746000353e+00,2.131959526666999949e+00
3.951371399639000082e+00,2.995968872274999972e-01
1.375605680777999829e-01,3.524956690009999782e+00
6.398319044102000142e+00,-9.746119366421999997e-02
1.155649890876999875e+00,4.018541174430999341e+00
3.705139681898000248e+00,1.755818434228000102e+00
2.115632606192999976e+00,6.876036678503999688e+00
1.962278019600000034e+00,5.134030534239999888e+00
2.185949500482999852e+00,4.939878338986999573e+00
4.378697400881999435e+00,7.019828717772000348e-02
2.760950368840000002e-01,5.026809655010000100e+00
3.770816342953000166e+00,-2.533839402343999736e-01
3.411048438773999880e+00,6.207043532966999289e-01
5.107287012451999786e+00,1.387786638372999981e+00
3.049721702631000397e+00,-1.834399370464999901e+00
2.155849659005999897e+00,4.691861831096000301e+00
4.000895947034000422e+00,4.278560291199999810e-01
2.025952713145000139e+00,4.807385344499000013e+00
4.671911186175000452e+00,7.017220494401998909e-01
3.461895424148000000e+00,-1.074737974362999920e-01
3.704315631284999633e+00,7.240997483629000309e-01
3.692318981447999970e+00,9.455390326609000029e-01
5.113823576765999412e+00,1.986144642583000053e+00
3.987037257284999914e+00,5.306775070164999608e-01
4.178720908543999357e+00,-3.982632600046999705e-01
4.583249316029000653e+00,9.328924368376999565e-01
5.157295654858999434e+00,2.764101966775000196e+00
4.232825370456000158e+00,-3.828175719037000407e-02
4.636125806675999605e+00,1.185207608809000002e+00
4.305884603274999556e+00,-2.828726928692000264e-01
3.812878145976999811e+00,1.511991317247999844e-01
3.356001350566999886e+00,-6.504537137192000218e-01
1.746048368787999960e+00,-1.161888165629999969e+00
8.141568827974000611e-01,4.613191254082000370e+00
4.612010972063000480e+00,3.943785549214000041e-01
1.965936519817000017e+00,3.705557130224999884e+00
5.030786477248000210e+00,2.803083533375999928e-02
1.748819152855999981e+00,3.800301192059999611e+00
4.439605519101999853e+00,-6.879473915138000217e-01
2.157097362297999976e-01,4.472066377455000463e+00
5.634055962876000301e+00,6.051550539255999839e-01
5.980434177834000664e+00,2.968210197157999941e-01
2.172900610764000096e+00,5.492660199298000201e+00
3.635188469601000172e+00,4.762474244686999980e-01
4.870010206120000129e-01,4.429490266842999624e+00
2.053464934615000015e+00,4.451220095457999903e+00
4.592990092078999886e+00,9.063795468844999537e-01
1.119503738473999865e+00,4.199138501014000546e+00
4.444989468353999662e+00,1.104117984845000011e+00
2.053751769968999774e+00,4.944509987708999965e+00
7.205641309292999175e+00,3.121556200424000060e+00
